bundle ID,intent
1203,Different flavors of tea
1204,"Quick and Easy savory food, noddles"
1205,snacks
1206,Different food for drinking
1207,canned beans
1208,item 4
1209,Baking/cooking extracts
1210,essential for daily life
1211,snack foods
1212,COCONUT MILK
1213,Prepare chocolate using these items 
1214,fruit flavored snack bars
1215,hot beverages
1216,Different food for drinking
1217,Organic Foods
1218,4
1219,heathy benefit drinks
1220,KCUP PACK
1221,"Orville Redenbacher's Pop Crunch Popcorn, Brown Sugar Cinnamon flavor
"
1222,Cookies
1223,honey
1224,applesauce
1225,Tea time
1226,snacks
1227,snacks
1228,quick lunches
1229,Non perishables
1230,Snacks
1231,snack
1232,Alternatives to dairy products.
1233,snack
1234,Soup and crackers
1235,snacks
1236,fast cooking food
1237,Different flavors of tea
1238,Different flavors of tea
1239,hispanic foods
1240,candy choclates
1241,Chili Sauce 
1242,snacks 
1243,drinks
1244,Chocolate
1245,coconut
1246,They are all organic which is healthier
1247,Coconut Water .
1248,All are refreshing drink
1249,different candy
1250,Spices used in cooking
1251,cooking
1252,"Item5: G7 3-in-1 Instant Coffee, 50 Sachets
"
1253,Macaroni cheese.
1254,Sugar-free candy
1255,Baking
1256,Dried fruits
1257,Honey
1258,Good quality
1259,Dried Food
1260,dry fruit
1261,POWDER DRINK
1262,high quality
1263,Prepare hot beverages
1264,coffee
1265,coffee
1266,Prepare breakfast
1267,Tea
1268,treats
1269,oil 
1270,sugar free sweet treats
1271,Different food of snack
1272,Eating And Drinking Product
1273,snack
1274,candy
1275,Microwavable Meals
1276,Sweets
1277,Spice cabinet refresher
1278,candy and snacks
1279,candies
1280,Coffee
1281,its nice
1282,coffee
1283,cans
1284,different food for cooking
1285,i like those products and i want to buy this
1286,Spices
1287,Kitchen Goods
1288,Cookies
1289,"snack food 4
gum 1"
1290,Harmony House Foods Types
1291,Candy
1292,Making a rice meal
1293,KIND variety packs
1294,Protein bars
1295,Chocolate
1296,SNACKS
1297,Balsamic Vinegar products
1298,Bread mixes
1299,meat seasonings
1300,oils
1301,Item 1 and Item 3 are types of alternative cooking fats.
1302,Cups of keurig Brewers (alterative products) plus equipment (item 8)
1303,tea
1304,AMOND
1305,Nuts
1306,Toppings
1307,Different food of snack
1308,Choffy is the original Brewed Cacao
1309,Italian food
1310,Different food for cooking
1311,NATURAL ORGANICS
1312,All the products about sea salt related.
1313,Different flavors of Dried
1314,guava paste
1315,sauce
1316,drink coffee
1317,"Coffee products, all are K-Cup flavors."
1318,Different flavors of candy
1319,different flowers
1320,ounce bag and south affrican roibios and Moroccangreen with mint 
1321,Refreshing tea
1322,SNACKS
1323,Meal
1324,because everybody loves to eat chocolate.
1325,protien
1326,Candy
1327,Healthy Snack
1328,herb for cooking
1329,organic
1330,coffee
1331,"Item 1 and 6_alternative products
Item 4 and 5- alternative products
Item 1, 3 and 6- Complementary products
Item 1,4,5 and 6- Complimentary products
"
1332,chocolate
1333,grocery
1334,snack
1335,Desserts
1336,Seasoning
1337,kid food
1338,to eat potato chips
1339,CHOCOLATES
1340,KITCHEN ITEMS
1341,COOKIES
1342,Tea
1343,cinnamon flavour
1344,coffee/espresso
1345,Wasabi flavored items
1346,nuts
1347,salty products
1348,Different size of cakes
1349,Beverage
1350,hot drinks
1351,Tea
1352,makes hot drinks
1353,Teas
1354,Canned meat 
1355,Tea and munchie items to go with the tea.
1356,chocolate bar
1357,Snacks
1358,Spicy stick
1359,Baking
1360,Sweetner
1361,soups
1362,Mexican food
1363,pasta sauce
1364,spices
1365,baking
1366,drinks
1367,"ice tea,"
1368,health snacks 
1369, free syrup
1370,Different food of snack
1371,different brands of coffee
1372,kid food
1373,Drinking water
1374,meal preparation
1375,different types of single step tea 
1376,diamond chopped walnuts and peanuts 
1377,Coffee
1378,TEA
1379,FLOUR
1380,different candy
1381, Peet's Coffee
1382,smoothies
1383,snack
1384,coffee
1385,snack food
1386,chips
1387,candy
1388,cookies
1389,Snack Food
1390,cookin
1391,chocolate
1392,candy
1393,flours
1394,Orangic foods 
1395,both chocolate related
1396,POPCORN
1397,Creole food
1398,Popcorn
1399,seasoning
1400,Snacking nuts
1401,coffee
1402,breakfast
1403,condiments
1404,beverages
1405,TEA
1406,seasoning
1407,Pepper 
1408,Baking 
1409,Herbal Tea
1410,Diet Soda 
1411,Buying instant noodles 
1412,SWEETS
1413,Fun snacks
1414,snacks
1415,They are all organic items. 
1416,Pantry items
1417,Snacks
1418,Gluten-free baking 
1419,butter
1420,Various snacks.
1421,Different food for cooking
1422,Tea 
1423,tea drinking
1424,"Items 1, 6, 7, & 8 are gluten-free snack products.
Item 2-3 are flavored sparkling water."
1425,Gluten Free Snacks
1426,Beverages
1427,tea
1428,kavala organic seam oil
1429,Different food of snack
1430,Different food for cooking
1431,to have a good breakfast
1432,K cups
1433,Organic salad
1434,Addition for food
1435,Healthier sweet snack alternatives
1436,Brownie / Cake
1437,MOUTH REFRESHERS
