bundle ID,intent
396,Photographer Kit
397,mobile device protection and cleaning
398,screen protector for tab
399,Create high quality picture
400,camera accessories
401,adapters
402,photography equipment
403,CPU Assemble parts
404,Audio video TV accessories
405,Desktop Computer
406,Both are front and back protective cover for the IPAD
407,camera accessories
408,laptop and laptop case
409,video cables
410,Traveling with computer
411,CDs and CDs cases
412,assembling a desktop
413,Camera and accessories
414,"videography, editing and production"
415,Both items are complementary to be used for a television installation.
416,"sony camcorder and case, charger"
417,apple ipad and accessories
418,making speakers
419,Iphone utility tool
420,Useful items for a Camera
421,memory card
422,RADAR Detector Kit
423,Car mounting equipment
424,gps and accessories
425,camera cases
426,camera and accessories
427,HDMI Switcher
428,we can find everything in the same package
429,Camera and accessories
430,tablet cases
431,These items are complementary. They are individual components that are used to build a computer.
432,Different types of connector cables
433,Smart Monitor Bundle
434,accessories
435,Go Pro bundle
436,Camera lens bundle
437,Home surveillance
438,security
439,To build / repair a pc
440,Male-female socket terminals 
441,DVD drive for laptop
442,Memory
443,Camera parts
444,Computer and Accessories
445,Speaker
446,iPad and protective covers
447,Nook Protection
448,"MacBook Pro 13.3"" with Retina Display A1502 and A1425"
449,Computer Accessories
450,Music accessories 1
451,power outlet
452,amplifiers
453,Headphones
454,tablet accessories
455,Acer tablet with protective screen
456,Camera lenses
457,USB devices
458,Camera
459,vechile tracking and camera recording devices
460,Cable
461,Desktop set up
462,Car AV system
463,accessories for camera
464,Peripherals for a GPS system
465,you may need adapter in some countries
466,Items
467,Computer
468,Misc
469,Sound box
470,Tuning noise controller
471,Car radio components
472,tablet cover
473,carring case for notepad.ipad etc
474,phone touchscreen protectors
475,UPS Power
476,Computer accessories and assembly
477,Camera
478,it is solid device 
479,To assemble a mini-computer (raspberry pi) as well as having accessories to go with it for computer use
480,Raspberry Pi
481,portable audio listening devices
482,Home Theater
483,soundbar
484,2 different types of headphones
485,assembling a desktop
486,for ipad protection
487,Audio system
488,Setting up a TV or Monitor
489,computer
490,high technolgy upgrade
491,camera and accessories
492,Maintenance for camara
493,Tie HDTV antenna cables
494,photography
495,Photographic items
496,Card reader related items
497,Photo shoots
498,Photography
499,LCD Anti-Glare Screen Protector Cover Kit
500,Barnes & Noble NOOK
501,car stereo system
502,Radio kits
503,different cables
504,laptop protection
505,PC accesories
506,GoPro 
507,Assembling a vehicle audio
508,car stereos
509,On the go electronics
510,protecting tablets
511,tablet protection
512,Photography
513,streaming media internet connection
514,Camera and accessories
515,Battery and charger
516,camera and accessories
517,Battery
518,cables
519,Connecting the 5.1 Audio System to some Receiver or Television
520,Home Desktop usage
521,Laptop and communication cable accessories
522,Tablet Mount
523,stand for camera
524,Hard disk
525,Accessorizing car
526,Backup data
527,Everything goes together to improve/upgrade a vehicle
528,3D Glasses
529,Computer accessories
530,External HD Bundle
531,Cases
532,tablets and accessories
533,Camera assembling
534,CAMERA/CAMECORDER SAFETY EQUIPMENTS
535,setting up a network
536,for audio video setup
537,protecting samsung galaxy tab 3
538,Phone Accessories
539,different tablets
540,Related to same user
541,All of these items are car related and can be used in a car at the same time.
542,Internet connection
543,Building a computer unit
544,laptop or desktop computer accesories 
545,Galaxy note with Cover and SD Card will be a perfect package
546,Projector and Projector lamp
547,Cables for video I/O
548,"2,3,5,6 are complementary products 1,4,7 are alternative products"
549,Car accessories/parts
550,Consuming media in car
551,home cinéma installation
552,Protective cases for Apple ipad
553,tablet with protection and bag
554,car electronics
555,external storage
556,Photography Equipment
557,mobile and  i-pad protector
558,Camera Lighting
559,LCD
560,screen protector
561,Professional Camera and Accessories
562,Using a Blu Ray player
563,Blueray player setup
564,Camera
565,home networking
566,Useful for playing an e-sports or video games
567,Car accessories
568,Computing
569,computer hardware
570,watching TV
571,TV accessories  
572,Desktop Computer
573,drive
574,computer hardwares
575,nas and hard drive
576,To take photographs 
577,camera accessories
578,Sirius reception
579,Create electrical fuse box
580,Audio Converters
581,Electrical Hookup Accessories
582,tablet and accessories
583,Windshield 
584,Audio accessories
585, Audio Cable
586,digital camera
587,Memory Card
588,CAMERA ACCESSORIES
589,flash
590,lens
591,Photography
592,micro storage
593,SD cards
594,high quality
595,different cables
596,Routers
597,"To protect an ipad and change covers periodically.
"
598,Digital camera
599,Battery Charger for the Video Camera
600,Storage Device
601,protecting ipad
602,sound systems for all kind of gadgets
603,Technology required for video output
604,Power Strips
605,Movie Night
606,Desktop computer accessories
607,Audio/music tech
608,Solid state drives
609,Hard drives and SSD for PC
610,They are all screen protectors
611,Screen protection 
612,Computer related
613,Protecting Digital Camera & Saving Images
614,Operating Laptop via Wireless Mouse
615,Connecting DVR to Screen
616,Laptop bundle
617,computer cables and accessories
618,GoPro HERO3+ 
619,Phone extensions
620,use speaker farthest from the device
621,car audio accessories
622,All product are related to each other for functionalityty
623,Video Projector Set
624,camera accessories
625,Data storage
626,Streaming
627,"Listening to music, seemingly in a higher quality manner than normal earphones/stereo listening."
628,audio equipment
629,Photo equipment
630,Ipod
631,Radio with lightning dock
632,Laptop and protection of the device
633,Hard Drive Enclosure
634,"1,3,5 complementary products "
635,Media cables
636,Camera accessories
637,cables
638,camera
639,wifi
640,power
641,Computer internal components
642,protecting smartphone
643,computer accessories
644,Camera and accessories
645,home streaming
646,Tablet with Protective Cover
647,external storage
648,case for ipod
649,case for tablet
650,Photography
651,screen protectors
652,laptop Technology
653,making home theater system
654,PC building
655,desktop computer assembly or repair
656,window fan
657,Item 3 could be used in conjunction with item 4
658,Camera accesories
659,Laptop and accesories
660,gaming computer assembly
661,building car audio system
662,Cables
663,Desktop accesories
664,listening audio
665,trying out earbuds
666,Installing a router
667,cable
668,The user is intending to stream movies from their laptop to another screen / TV as well as installing a basic TV antenna service 
669,monitor to pc 
670,Tablet and leather case for said tablet.
671,Cable modem
672,Cisco Routers
673,Buy a new reflex with several accessories
674,Dslr Camera and its accessories 
675,listening to music
676,making speaker
677,building a home desktop with internet
678,camera accessories
679,Data storage and communication 
680,Security System
681,high brand
682,usb cable
683,Apple product accessories
684,expand iPad functionalities
685,running siren even while power goes off
686,Security system installation 
687,One backpack they all put in the back.
688,camera tools
689,headphones
690,Speakers
691,hard drive
692,Computer parts
693,camera
694,Computer/laptop
695,playing music 
696,"1,2,3 an 5 is same "
697,keyboard and connector
698,portable adopter
699,Antenna
700,Cable
701,Monitor and accesories
702,Dual monitors with a stand and dual graphics cards.
703,useful accessories
704,internet connectivity
705,charger
706,pc skin
707,adapter
708,Cable for the Adapter
709,USB Cable
710,Photography
711,Small computers
712,speaker accessories
713,Assembling PC Desktop
714,Cooling fans for CPU
715,Studio Lightning
716,PC and phone peripherals
717,desktop hard disk
718,pc building
719,computer cases
720,headphone and speakers
721,traveling with electronics
722,electronic cables
723,av equipment
724,tablet and laptop backpack
725,"all electronics
"
726,Connecting via USB port
727,camera gadgets
728,For flash photography
729,2
730,Protecting ipad
731,MOUSE
732,adapter caver
733,Computer Accessories - assembling desktop
734,Build  a PC
735,Battery and Charger
736,Using these items to perform DJ duties
737,watching a movie/tv
738,listening to music
739,Monitors Set
740,Monitors
741,apple devices connection and charging
742,Wireless and internet product installation
743,SET FOR LIVINGROOM
744,camera and accessories
745,Hdmi connector and hdmi cable we can use both at the time of use
746,Tablet protection
747,build WiFi
748,build WiFi
749,different switch
750,external storage
751,Samsung Galaxy
752,Audio Interface
753,different tablets
754,The product and the case
755,They are buying hardware for a sound card adapter 
756,Creating a Home Studio
757,Dell laptop 
758,items found in car
759,internet tv
760,pc accessories
761,CD disc spindle
762,Assembling a Audio system
763,Instruments used in for sound improvement
764,Monster cable power surge protection
765,pc test
766,Computer setup
767,Computer Fix / Repair 
768,Computer with HDMI
769,Upgrading a Laptop
770,Protecting Iphone and Mac
771,upgrading Macbook Pro 13.3
772,cpu components
773,audio accessories
774,Fan related
775,cable
776,Mobile phone accessories
777,ITEM4 AND ITEM9 ARE FOR ASSEMBLING UNIT
778,Recording your voice
779,Assembling a Raspberry Pi
780,computer accessories
781,Hard Drive
782,WIRELESS PRODUCT
783,Car accesories 
784,Phone Accessories 
785, assembling desktop
786,Parts to upgrade or start building a desktop computer 
787,Photography
788,Camera
789,watching tv
790,Key board
791,All of these things will allow the buyer to be more efficient in taking pictures as well as uploading them to a computer or CD. 
792,camera and accessories
793,camera and accessories
794,Media Storage
795,Car equipments 
796,Bluetooth devices
797,much likeable one
798,keyboards
799,Car speaker system and multimedia setup
800,alternatives to connect a computer to a HDTV
801,accessories for a MacBook Air
802,adapters
803,different power supply
804,different power supply
805,they are all electronic items. thank you
806,Camera and its accessories 
807,Electronics
808,complete set for listening and recording audio and television 
809,Data storage units
810,Camera & accessories
811,Car Accessories
812,car accessosiers 
813,Screens 
814,laptop and tech bundle.
815,for video call 
816,Parts of a computer 
817,different accessories
818,camera equiptment
819,camera accessories
820,camera accessories
821,Digital Photo Frame + USB for photos
822,USB stick 
823,Unsure
824,accident protection on a pc
825,Camera cards
826,"1,2,5 are complementary products"
827,connector
828,Laptop user
829,BT adapter
830,Storing memory for you computer devices
831,drives
832,power supply
833,pc build
834,Streaming
835,Net repair kit
836,Camera studio bundle
837,Laptop accessories
838,Accessories for Nikon Camera
839,assembling a desktop
840,to listen quality audio and stream internet 
841,different tablets
842,Photography Accessories
843,"Had a bug here, lost 45+ minutes, i'm so angry with ur code: \n https://drive.google.com/file/d/1sIY3Pk2UOg2H1BDGYqZWJOiiIUlWh8HF/view?usp=sharing"
844,Tablet and accesories
845,Cases
846,Memory banks
847,Wiring ethernet cable and hiding the wires so you do not trip over them. Likely to be used in an office setting.
848,types of ethernet cabels or pins
849,different binoculars
850,watching tv
851,camera and accessories
852,assembling a desktop
853,different headphones
854,user wants power adapter with battery
855,Audio Devices
856,Computer Accessories
857,apple device protection
858,vehicle recording 
859,radio antenna 
860,different cables
861,adapters
862,music players
863,car interior 
864,Replacement Laptop Battery
865,electronics
866,Listening to music
867,Speaker and Power Cord
868,cable and Stereo Cable Box
869,TV
870,Device charging
871,Computer accessories
872,field videography
873,"MacBook Air 13"" accesories"
874,Camera accesories
875,computer hardwares
876,display cables
877,setting up surveillance system
878,"CD reading, writing and case"
879,CD storage
880,HDMI Switches
881,Laptop Spares
882,Cables
883,ipad Accessories
884,"FOR LAPTOP MODEL (IBM ThinkPad X61 7679) - ITEM1, ITEM7  ARE REPLACEMENT PARTS, AND ALSO ITEM2 IS OPTIONAL PART"
885,Point and shoot bundle
886,media storage
887,DVD portable player
888,computer accessories
889,Ear Headphone
890,Raspberry Pi  accessories
891,taking and editing videos or photos
892,computer desktop
893,Different types of connector cables
894,Different types of monitors
895,galaxy tab accessories
896,assembling desktop computer
897,NAS Storage Array
898,assembling a desktop
899,camera lens
900,All camera accessories 
901,different cables
902,different cables
903,Repair disk
904,camera accessories
905,Building a Computer
906,Data storage
907,T-MOBILE ACCESSORIES
908,computer accesories
909,protecting ipad
910,different cases
911,power supply for laptops
912,power supply and cables
913,Desktop Cable
914,Mounting a Ceiling Monitor TV
915,assembling a desktop
916,Nikon Camera Equipment
917,Nikon Camera Lens and accessories
918,Computer Hardware Installation
919,mp3 video players
920,ipad accessories
921,tablet stand
922,assembling of computer r
923,adapter
924,Desktop essentials
925,computer
926,memmory devices
927,TV and accessories
928,ethernet cable
929,Conference/Server room
930,Headphones 
931,sony brand
932,assembling a desktop
933,different hard drive
934,Filming
935,Equipment Tripods/Stands
936,external storage
937,camera accessories
938,cover case
939,Protecting Tablet
940,ipod and accessories
941,computer accessories
942,battery
943,camera and accessories
944,peripherals for laptop/desktop
945,Phone products
946,Photography
947,wireless keyboard and mouse
948,VGA adaptors
949,Tablet accessories 
950,router and accessories
951,Display connectors
952,accessories 
953,Electrical consumables
954,Laptop build
955,buying an hard disk and a protection for it
956,ipod nano and accessories
957,assembling a desktop
958,protecting ipad
959,Protecting DLSR 
960,Operating Tivo stream unit
961,Protective Cases for Gadgets
962,Cover for iPad
963,camera accessories
964,Computer Hardware
965,Charging
966,PC Accessories
967,Flip Recording and Uploading
968,Protect and use iPad Mini 
969,HDMI storage 
970,Protecting a device
971,Networking
972,AV setup
973,Both routers
974,RCA cables to use with the bluetooth speaker
975,Photography
976,Camera accesories 
977,Storage
978,assembling computer
979,watching dvds on at tv trought a desktop
980,assempling a desktop
981,photography accessories
982,minor desktop upgrade
983,Desk setup
984,Audio Equipment
985,HDMI connection
986,Sound system 
987,computer accessories
988,possible dj equipment
989,Power backup
990,Portable Audio mixing kit
991,Photo Equipment
992,nice
993,protecting macbook
994,good picture lightings
995,"TRAVELING, ADAPTERS AND TO CONNECT A SMARTPHONE TO a tv or laptot and make things easier"
996,Adaptor
997,TV Streaming setup
998,Speaker Accessories 
999,Apple keypad and trackpad
1000,Mac Accessories 
1001,Internet Items 
1002,Apple Desktop bundle
1003,Building a PC
1004,assembling a desktop
1005,camera and accessories
1006,memory card
1007,Computer accessories
1008,cctv connection
1009,headphones
1010,camera supplies
1011,protecting ipod
1012,protecting ipad
1013,Burner replacement
1014,Cable spare parts
1015,aaassembling a desktop pc
1016,Camera accessories
1017,for using camera for better performance
1018,backup memory (complementary products)
1019,Gaming monitor and PC remote
1020,make digital photos
1021,usb cable
1022,mechanical keyboard
1023,Watching a movie
1024,camera and accessories
1025,external storage
1026,SMARTPHONE ACCESSORIES
1027,Sound system
1028,Memory card
1029,Laptop Accesories
1030,cd player
1031,keyboard
1032,nice quality laptop to buy
1033,Digital Camera
1034,ethernet cable
1035,micro card and card reader
1036,reasonable accessories
1037,Laptop Package
1038,Audio Devices
1039,SD Cards
1040,cables
1041,Photography Accessories
1042,Yes that is related because the user can take video and edit with macbook
1043,Laptops
1044,Keyboard
1045,Display
1046,"3,4,5 and 8 product is same,
1,2,6,7 and 9 product is same."
1047,All items related to camera & photo and are complimentary products
1048,GoPro and accessories
1049,All the products related MacBook
1050,Ethernet cable
1051,Data saver
1052,Computer Storage and Networking
1053,Listening and Managing Music
1054,different adapters
1055,battery
1056,Camera
1057,video coverage kit
1058,entertainment
1059,Tv wall  mount 
1060,Protecting music player
1061,Protection for Nook
1062,Laptop/pc peripherals
1063,Music
1064,camera and accessories
1065,streaming
1066,Ram
1067,Battery and charger 
1068,desktop computer assembly
1069,different laptops
1070,Crafting an RC Car
1071,power steering repair/upgrade
1072,Desktop Computer
1073,assembling a desktop
1074,Computer Parts
1075,Play music in TV
1076,Different types of wifi
1077,different styles of lense
1078,Radios
1079,Photography
1080,"parts for a desktop pc, assembling."
1081,Computer Components
1082,Items for a camera
1083,Computer storage solutions
1084,pc building components
1085,Ipad covers
1086,The items are all accessories for a device
1087,tablet accessories
1088,Accessories of laptop
1089,Buy a new laptop with more RAM space and a mouse
1090,photography
1091,Camera and accessories
1092,projection TV accessories
1093,home theater
1094,Assembling a cpu
1095,male to female extension  cable
1096,adapters
1097,camera accessories
1098,Protecting Macbook
1099,computer set up
1100,LED HDTV
1101,Charge Cables and camera sets 
1102,security surveillance assembly
1103,Are into music
1104,computer accessories and storage
1105,Building a computer
1106,alternative antennas
1107,connect a desktop to a display
1108,TV accessories
1109,Sound system package
1110,content streaming from mobile devices 
1111,camera accessories
1112,Hard Drive expansion for Desktop PC
1113,TV Samsung
1114,Octagon Umbrella Speedlite Softbox
1115,Photography Studio
1116,watch media on devices 
1117,hard drive and accessories
1118,Tab Protector
1119,Samsung Galaxy Tablet protection
1120,Canon Rebel Accessories
1121,camera setup
1122,Apple products
1123,Laptop accessories
1124,for my pc
1125,RCA adapter
1126,Accessories for photographers
1127,voice recording
1128,Protecting ipad
1129,Protecting apple macbook pro
1130,Laptop cover
1131,Anti-dust plug cup and fine point stylus
1132,Home recording.
1133,Desktop accessories 
1134,Audio & Video complete set
1135,Office Storage kit
1136,receiver and cables
1137,receiver and cables
1138,different audio cables
1139,different cases
1140,making speakers
1141,USB Dok
1142,nice 
1143,Setting up satellite TV dish
1144,cooling fan
1145,assembling a pc case
1146,Complementary
1147,pc and extra ssd
1148,different cables
1149,macbook cases
1150,camera accessories
1151,macbook accessories
1152,2
1153,Alternative products
1154,MP4 player and SD card
1155,protecting smartphone
1156,Car audio system
1157,cable management
1158,protectors for mobile devices
1159,Networking components
1160,tablet accessories for ipad
1161,competing items
1162,style
1163,camera
1164,Photography Equipment
1165,MSI Computer
1166,Build a computer
1167,different hard drive
1168,Charger for Electronic Devices
1169,Radio Accessories
1170,Home Security
1171,wireless camera lens and mounting
1172,"Item 1,2,3,4,5,6 are complementary products"
1173,Camera and accessories
1174,Cases
1175,Battery
1176,Computer parts
1177,"building a pc
"
1178,cpu assemble products
1179,Cooling
1180,Accessories for samsung galaxy tab 2
1181,System Accessorizes 
1182,Ipad accessories
1183,USB cable
1184,Assembling gaming computer
1185,MIni ITX PC build
1186,system accessories
1187,part of connecting cables 
1188,alternative products
1189,Tripod and Rechargeable Li-Ion Battery are often bought together as camera accessories  
1190,bluetooth adapter
1191,Phone users
1192,Storage devices and connector
1193,Recording purpose
1194,essential uses
1195,pc gadget
1196,assemble a PC
1197,TV VCR wall mount
1198,camera bundle
1199,computer accessories
1200,To read or write data to SD card
1201,Establish a connection to thunderbolt drive
1202,Setting up surveillance 
1203,Listening to music
1204,tablet protectors
1205,Microsoft surface
1206,iPad 
1207,EnGenius Technologies
1208, V1810-48G Ethernet Switch
1209,smartphone accessories
1210,smartphone accessories
1211,cable
1212,Monitor installation
1213,chase connectivity
1214,tv support
1215,Literary 
1216,tablet/ereader
1217,apple products
1218,streaming devices
1219,Laptop Bundle - can cast laptop using chrome cast 
1220,mac accessories 
1221,Media Bundle
1222,PC build
1223,usb cable
1224,Hard drive
1225,IPAD and related accessories
1226,memory card for tablet
1227,setting up wifi
1228,Camera accessories
1229,Frame + storage
1230,Camera and accecories 
1231,Camera Accessories
1232,different cables
1233,different cables
1234,different cables
1235,buying a new camera and accessories
1236,They're all keyboard case covers.
1237,LED TV
1238,watching tv
1239,mouse and keybord
1240,Needed for operation.
1241,Accessories for a HP laptop
1242,Protecting google nexus 7
1243,Portable Music (MP3) and movie watching
1244,digital sound bundle
1245,Tripods
1246,Camera accessories 
1247,Camera lenses
1248,Cc tv camera
1249,Assembling a PC
1250,"Saving files, photos, datas"
1251,Increasing storage capacity
1252,Protecting PC from power surges and power failures
1253,sound
1254,camera and accessories
1255,assembling security camera
1256,tablet
1257,Digital camera
1258,Cables
1259,camera and accessories
1260,different cables
1261,Purchasing device and accessories for taking videos and pictures
1262,Cannon accessories
1263,building a new computer
1264,Camera and Memory Card
1265,Garmin Bundle
1266,router with protection
1267,Charging a camera and taking/storing professional photography.
1268,Batteries
1269,different sd card
1270,binoculars and accessories
1271,different strip
1272,Power bank and cable 
1273,Using iPad as computer
1274,Book reading
1275,computer/PC build 
1276,CCTV Setup
1277,listening
1278,Assembling a PC
1279,"The customer's intent is what those keywords or queries are really ... Transactional – The user is prepared to buy or to perform some other specific online activity. The basic idea is that everyone who performs an Internet search has a ... be designed to match the user's intent, not just to pitch your product."
1280,Installing earoads on headphones
1281,for music
1282,A new tablet and protection for it
1283,Assembling a Desktop
1284,building a desktop
1285,  laptop processor with laptop gb
1286,I pad accessories
1287,Card reader
1288,Network Station Assembling
1289,raspberry
1290,Raspberry Pi 8GB Preloaded (NOOBS) SD Card and Micro USB Power Supply Charger
1291,Cannon Camera accessories
1292,ASUS Transformer
1293,VGA
1294,Similar item
1295,SD / HD
1296,camera accessories
1297,I see two different subsets. The first subset is two items are the tablets. The second subset are the SD card and the surveillance camera.
